"Node...1.","Node...2.","Wt"
"8_Cell_embryo_1_Cell_1","8_Cell_embryo_2_Cell_1",12
"8_Cell_embryo_1_Cell_1","8_Cell_embryo_2_Cell_5",10
"8_Cell_embryo_1_Cell_1","8_Cell_embryo_2_Cell_6",9
"8_Cell_embryo_1_Cell_1","8_Cell_embryo_2_Cell_7",10
"8_Cell_embryo_1_Cell_1","8_Cell_embryo_2_Cell_8",12
"8_Cell_embryo_1_Cell_1","8_Cell_embryo_3_Cell_1",16
"8_Cell_embryo_1_Cell_1","8_Cell_embryo_3_Cell_5",15
"8_Cell_embryo_1_Cell_1","8_Cell_embryo_3_Cell_6",5
"8_Cell_embryo_1_Cell_1","Morulae_1_Cell_2",2
"8_Cell_embryo_1_Cell_1","Morulae_1_Cell_4",3
"8_Cell_embryo_1_Cell_1","Morulae_1_Cell_5",2
"8_Cell_embryo_1_Cell_1","Morulae_1_Cell_6",2
"8_Cell_embryo_1_Cell_1","Morulae_2_Cell_3",1
"8_Cell_embryo_1_Cell_1","Morulae_2_Cell_6",2
"8_Cell_embryo_1_Cell_1","Morulae_2_Cell_7",1
"8_Cell_embryo_1_Cell_1","Morulae_2_Cell_8",2
"8_Cell_embryo_1_Cell_1","Late_blastoCyst_2_Cell_2",5
"8_Cell_embryo_1_Cell_1","Late_blastoCyst_1_Cell_1",4
"8_Cell_embryo_1_Cell_1","Late_blastoCyst_1_Cell_5",4
"8_Cell_embryo_1_Cell_1","Late_blastoCyst_1_Cell_6",3
"8_Cell_embryo_1_Cell_1","Late_blastoCyst_1_Cell_7",3
"8_Cell_embryo_1_Cell_1","Late_blastoCyst_2_Cell_8",1
"8_Cell_embryo_1_Cell_1","Late_blastoCyst_3_Cell_5",1
"8_Cell_embryo_1_Cell_1","Morulae_1_Cell_1",1
"8_Cell_embryo_1_Cell_1","Morulae_2_Cell_2",3
"8_Cell_embryo_1_Cell_1","4_Cell_embryo_1_Cell_3",29
"8_Cell_embryo_1_Cell_1","8_Cell_embryo_2_Cell_4",9
"8_Cell_embryo_1_Cell_1","Morulae_1_Cell_7",5
"8_Cell_embryo_1_Cell_1","Morulae_1_Cell_8",4
"8_Cell_embryo_1_Cell_1","Morulae_1_Cell_3",4
"8_Cell_embryo_1_Cell_1","Late_blastoCyst_1_Cell_3",1
"4_Cell_embryo_1_Cell_1","4_Cell_embryo_2_Cell_3",40
"4_Cell_embryo_1_Cell_1","4_Cell_embryo_1_Cell_2",35
"4_Cell_embryo_1_Cell_1","8_Cell_embryo_1_Cell_3",29
"4_Cell_embryo_1_Cell_1","8_Cell_embryo_2_Cell_2",15
"4_Cell_embryo_1_Cell_1","8_Cell_embryo_2_Cell_3",13
"4_Cell_embryo_1_Cell_1","8_Cell_embryo_3_Cell_2",11
"4_Cell_embryo_1_Cell_1","8_Cell_embryo_3_Cell_3",8
"4_Cell_embryo_1_Cell_1","8_Cell_embryo_3_Cell_4",11
"4_Cell_embryo_1_Cell_1","8_Cell_embryo_3_Cell_7",8
"4_Cell_embryo_1_Cell_1","8_Cell_embryo_3_Cell_8",4
"4_Cell_embryo_1_Cell_1","Morulae_2_Cell_1",5
"4_Cell_embryo_1_Cell_1","Late_blastoCyst_1_Cell_2",1
"4_Cell_embryo_1_Cell_1","Late_blastoCyst_1_Cell_4",1
"4_Cell_embryo_1_Cell_1","Late_blastoCyst_1_Cell_8",1
"4_Cell_embryo_1_Cell_1","Late_blastoCyst_2_Cell_3",1
"4_Cell_embryo_1_Cell_1","Late_blastoCyst_2_Cell_7",2
"4_Cell_embryo_1_Cell_1","Late_blastoCyst_2_Cell_9",2
"4_Cell_embryo_1_Cell_1","Late_blastoCyst_2_Cell_10",2
"4_Cell_embryo_1_Cell_1","Late_blastoCyst_3_Cell_1",1
"4_Cell_embryo_1_Cell_1","Late_blastoCyst_3_Cell_2",2
"4_Cell_embryo_1_Cell_1","Late_blastoCyst_3_Cell_3",2
"4_Cell_embryo_1_Cell_1","Late_blastoCyst_3_Cell_4",1
"4_Cell_embryo_1_Cell_1","Late_blastoCyst_3_Cell_7",2
"4_Cell_embryo_1_Cell_1","Late_blastoCyst_3_Cell_8",3
"4_Cell_embryo_1_Cell_1","8_Cell_embryo_2_Cell_1",5
"4_Cell_embryo_1_Cell_1","8_Cell_embryo_2_Cell_5",5
"4_Cell_embryo_1_Cell_1","8_Cell_embryo_2_Cell_6",3
"4_Cell_embryo_1_Cell_1","8_Cell_embryo_2_Cell_7",5
"4_Cell_embryo_1_Cell_1","8_Cell_embryo_2_Cell_8",13
"4_Cell_embryo_1_Cell_1","8_Cell_embryo_3_Cell_1",14
"4_Cell_embryo_1_Cell_1","8_Cell_embryo_3_Cell_5",13
"4_Cell_embryo_1_Cell_1","8_Cell_embryo_3_Cell_6",7
"4_Cell_embryo_1_Cell_1","Morulae_1_Cell_2",3
"4_Cell_embryo_1_Cell_1","Morulae_1_Cell_4",4
"4_Cell_embryo_1_Cell_1","Morulae_1_Cell_5",4
"4_Cell_embryo_1_Cell_1","Morulae_1_Cell_6",3
"4_Cell_embryo_1_Cell_1","Morulae_2_Cell_3",3
"4_Cell_embryo_1_Cell_1","Morulae_2_Cell_4",3
"4_Cell_embryo_1_Cell_1","Morulae_2_Cell_6",4
"4_Cell_embryo_1_Cell_1","Morulae_2_Cell_7",4
"4_Cell_embryo_1_Cell_1","Morulae_2_Cell_8",6
"4_Cell_embryo_1_Cell_1","Late_blastoCyst_2_Cell_2",3
"4_Cell_embryo_1_Cell_1","Late_blastoCyst_1_Cell_5",1
"4_Cell_embryo_1_Cell_1","Late_blastoCyst_2_Cell_8",2
"4_Cell_embryo_1_Cell_1","Late_blastoCyst_3_Cell_5",2
"4_Cell_embryo_1_Cell_1","Morulae_1_Cell_1",1
"4_Cell_embryo_1_Cell_1","Morulae_2_Cell_2",3
"4_Cell_embryo_1_Cell_1","Morulae_2_Cell_5",3
"4_Cell_embryo_1_Cell_1","4_Cell_embryo_1_Cell_3",34
"4_Cell_embryo_1_Cell_1","8_Cell_embryo_2_Cell_4",3
"4_Cell_embryo_1_Cell_1","Morulae_1_Cell_7",1
"4_Cell_embryo_1_Cell_1","Late_blastoCyst_3_Cell_6",2
"4_Cell_embryo_1_Cell_1","Morulae_1_Cell_3",2
"4_Cell_embryo_2_Cell_3","4_Cell_embryo_1_Cell_2",39
"4_Cell_embryo_2_Cell_3","8_Cell_embryo_1_Cell_3",38
"4_Cell_embryo_2_Cell_3","8_Cell_embryo_2_Cell_2",18
"4_Cell_embryo_2_Cell_3","8_Cell_embryo_2_Cell_3",17
"4_Cell_embryo_2_Cell_3","8_Cell_embryo_3_Cell_2",12
"4_Cell_embryo_2_Cell_3","8_Cell_embryo_3_Cell_3",8
"4_Cell_embryo_2_Cell_3","8_Cell_embryo_3_Cell_4",13
"4_Cell_embryo_2_Cell_3","8_Cell_embryo_3_Cell_7",10
"4_Cell_embryo_2_Cell_3","8_Cell_embryo_3_Cell_8",3
"4_Cell_embryo_2_Cell_3","Morulae_2_Cell_1",3
"4_Cell_embryo_2_Cell_3","Late_blastoCyst_1_Cell_2",1
"4_Cell_embryo_2_Cell_3","Late_blastoCyst_1_Cell_4",3
"4_Cell_embryo_2_Cell_3","Late_blastoCyst_1_Cell_8",3
"4_Cell_embryo_2_Cell_3","Late_blastoCyst_1_Cell_9",1
"4_Cell_embryo_2_Cell_3","Late_blastoCyst_1_Cell_10",2
"4_Cell_embryo_2_Cell_3","Late_blastoCyst_1_Cell_11",2
"4_Cell_embryo_2_Cell_3","Late_blastoCyst_1_Cell_12",2
"4_Cell_embryo_2_Cell_3","Late_blastoCyst_2_Cell_1",2
"4_Cell_embryo_2_Cell_3","Late_blastoCyst_2_Cell_3",3
"4_Cell_embryo_2_Cell_3","Late_blastoCyst_2_Cell_4",1
"4_Cell_embryo_2_Cell_3","Late_blastoCyst_2_Cell_6",1
"4_Cell_embryo_2_Cell_3","Late_blastoCyst_2_Cell_7",1
"4_Cell_embryo_2_Cell_3","Late_blastoCyst_2_Cell_9",1
"4_Cell_embryo_2_Cell_3","Late_blastoCyst_2_Cell_10",1
"4_Cell_embryo_2_Cell_3","Late_blastoCyst_3_Cell_3",1
"4_Cell_embryo_2_Cell_3","Late_blastoCyst_3_Cell_4",1
"4_Cell_embryo_2_Cell_3","Late_blastoCyst_3_Cell_8",2
"4_Cell_embryo_2_Cell_3","8_Cell_embryo_2_Cell_1",9
"4_Cell_embryo_2_Cell_3","8_Cell_embryo_2_Cell_5",8
"4_Cell_embryo_2_Cell_3","8_Cell_embryo_2_Cell_6",5
"4_Cell_embryo_2_Cell_3","8_Cell_embryo_2_Cell_7",8
"4_Cell_embryo_2_Cell_3","8_Cell_embryo_2_Cell_8",12
"4_Cell_embryo_2_Cell_3","8_Cell_embryo_3_Cell_1",14
"4_Cell_embryo_2_Cell_3","8_Cell_embryo_3_Cell_5",16
"4_Cell_embryo_2_Cell_3","8_Cell_embryo_3_Cell_6",4
"4_Cell_embryo_2_Cell_3","Morulae_1_Cell_2",4
"4_Cell_embryo_2_Cell_3","Morulae_1_Cell_4",4
"4_Cell_embryo_2_Cell_3","Morulae_1_Cell_5",3
"4_Cell_embryo_2_Cell_3","Morulae_1_Cell_6",2
"4_Cell_embryo_2_Cell_3","Morulae_2_Cell_4",1
"4_Cell_embryo_2_Cell_3","Morulae_2_Cell_6",3
"4_Cell_embryo_2_Cell_3","Morulae_2_Cell_7",2
"4_Cell_embryo_2_Cell_3","Morulae_2_Cell_8",4
"4_Cell_embryo_2_Cell_3","Late_blastoCyst_2_Cell_2",6
"4_Cell_embryo_2_Cell_3","Late_blastoCyst_1_Cell_1",2
"4_Cell_embryo_2_Cell_3","Late_blastoCyst_1_Cell_5",2
"4_Cell_embryo_2_Cell_3","Late_blastoCyst_1_Cell_6",2
"4_Cell_embryo_2_Cell_3","Late_blastoCyst_1_Cell_7",2
"4_Cell_embryo_2_Cell_3","Late_blastoCyst_2_Cell_8",2
"4_Cell_embryo_2_Cell_3","Late_blastoCyst_3_Cell_5",1
"4_Cell_embryo_2_Cell_3","Morulae_1_Cell_1",2
"4_Cell_embryo_2_Cell_3","Morulae_2_Cell_2",3
"4_Cell_embryo_2_Cell_3","Morulae_2_Cell_5",1
"4_Cell_embryo_2_Cell_3","4_Cell_embryo_1_Cell_3",42
"4_Cell_embryo_2_Cell_3","8_Cell_embryo_2_Cell_4",7
"4_Cell_embryo_2_Cell_3","Morulae_1_Cell_7",3
"4_Cell_embryo_2_Cell_3","Morulae_1_Cell_8",1
"4_Cell_embryo_2_Cell_3","Morulae_1_Cell_3",3
"4_Cell_embryo_1_Cell_2","8_Cell_embryo_1_Cell_3",25
"4_Cell_embryo_1_Cell_2","8_Cell_embryo_2_Cell_2",12
"4_Cell_embryo_1_Cell_2","8_Cell_embryo_2_Cell_3",10
"4_Cell_embryo_1_Cell_2","8_Cell_embryo_3_Cell_2",9
"4_Cell_embryo_1_Cell_2","8_Cell_embryo_3_Cell_3",5
"4_Cell_embryo_1_Cell_2","8_Cell_embryo_3_Cell_4",6
"4_Cell_embryo_1_Cell_2","8_Cell_embryo_3_Cell_7",9
"4_Cell_embryo_1_Cell_2","8_Cell_embryo_3_Cell_8",3
"4_Cell_embryo_1_Cell_2","Morulae_2_Cell_1",5
"4_Cell_embryo_1_Cell_2","Late_blastoCyst_1_Cell_2",1
"4_Cell_embryo_1_Cell_2","Late_blastoCyst_1_Cell_4",2
"4_Cell_embryo_1_Cell_2","Late_blastoCyst_1_Cell_8",2
"4_Cell_embryo_1_Cell_2","Late_blastoCyst_1_Cell_10",1
"4_Cell_embryo_1_Cell_2","Late_blastoCyst_1_Cell_11",1
"4_Cell_embryo_1_Cell_2","Late_blastoCyst_1_Cell_12",1
"4_Cell_embryo_1_Cell_2","Late_blastoCyst_2_Cell_1",1
"4_Cell_embryo_1_Cell_2","Late_blastoCyst_2_Cell_3",2
"4_Cell_embryo_1_Cell_2","Late_blastoCyst_2_Cell_4",1
"4_Cell_embryo_1_Cell_2","Late_blastoCyst_2_Cell_6",1
"4_Cell_embryo_1_Cell_2","Late_blastoCyst_2_Cell_7",3
"4_Cell_embryo_1_Cell_2","Late_blastoCyst_2_Cell_9",3
"4_Cell_embryo_1_Cell_2","Late_blastoCyst_2_Cell_10",3
"4_Cell_embryo_1_Cell_2","Late_blastoCyst_3_Cell_1",1
"4_Cell_embryo_1_Cell_2","Late_blastoCyst_3_Cell_2",2
"4_Cell_embryo_1_Cell_2","Late_blastoCyst_3_Cell_3",3
"4_Cell_embryo_1_Cell_2","Late_blastoCyst_3_Cell_4",2
"4_Cell_embryo_1_Cell_2","Late_blastoCyst_3_Cell_7",2
"4_Cell_embryo_1_Cell_2","Late_blastoCyst_3_Cell_8",4
"4_Cell_embryo_1_Cell_2","8_Cell_embryo_2_Cell_1",2
"4_Cell_embryo_1_Cell_2","8_Cell_embryo_2_Cell_5",2
"4_Cell_embryo_1_Cell_2","8_Cell_embryo_2_Cell_7",2
"4_Cell_embryo_1_Cell_2","8_Cell_embryo_2_Cell_8",7
"4_Cell_embryo_1_Cell_2","8_Cell_embryo_3_Cell_1",9
"4_Cell_embryo_1_Cell_2","8_Cell_embryo_3_Cell_5",9
"4_Cell_embryo_1_Cell_2","8_Cell_embryo_3_Cell_6",4
"4_Cell_embryo_1_Cell_2","Morulae_1_Cell_2",3
"4_Cell_embryo_1_Cell_2","Morulae_1_Cell_4",4
"4_Cell_embryo_1_Cell_2","Morulae_1_Cell_5",3
"4_Cell_embryo_1_Cell_2","Morulae_1_Cell_6",2
"4_Cell_embryo_1_Cell_2","Morulae_2_Cell_3",2
"4_Cell_embryo_1_Cell_2","Morulae_2_Cell_4",3
"4_Cell_embryo_1_Cell_2","Morulae_2_Cell_6",4
"4_Cell_embryo_1_Cell_2","Morulae_2_Cell_7",4
"4_Cell_embryo_1_Cell_2","Morulae_2_Cell_8",5
"4_Cell_embryo_1_Cell_2","Late_blastoCyst_2_Cell_2",4
"4_Cell_embryo_1_Cell_2","Late_blastoCyst_1_Cell_1",1
"4_Cell_embryo_1_Cell_2","Late_blastoCyst_1_Cell_5",1
"4_Cell_embryo_1_Cell_2","Late_blastoCyst_1_Cell_6",1
"4_Cell_embryo_1_Cell_2","Late_blastoCyst_1_Cell_7",1
"4_Cell_embryo_1_Cell_2","Late_blastoCyst_2_Cell_8",3
"4_Cell_embryo_1_Cell_2","Late_blastoCyst_3_Cell_5",3
"4_Cell_embryo_1_Cell_2","Morulae_1_Cell_1",1
"4_Cell_embryo_1_Cell_2","Morulae_2_Cell_2",4
"4_Cell_embryo_1_Cell_2","Morulae_2_Cell_5",2
"4_Cell_embryo_1_Cell_2","4_Cell_embryo_1_Cell_3",33
"4_Cell_embryo_1_Cell_2","8_Cell_embryo_2_Cell_4",1
"4_Cell_embryo_1_Cell_2","Morulae_1_Cell_7",3
"4_Cell_embryo_1_Cell_2","Late_blastoCyst_3_Cell_6",2
"4_Cell_embryo_1_Cell_2","Morulae_1_Cell_3",2
"8_Cell_embryo_1_Cell_3","8_Cell_embryo_2_Cell_2",22
"8_Cell_embryo_1_Cell_3","8_Cell_embryo_2_Cell_3",22
"8_Cell_embryo_1_Cell_3","8_Cell_embryo_3_Cell_2",16
"8_Cell_embryo_1_Cell_3","8_Cell_embryo_3_Cell_3",16
"8_Cell_embryo_1_Cell_3","8_Cell_embryo_3_Cell_4",17
"8_Cell_embryo_1_Cell_3","8_Cell_embryo_3_Cell_7",11
"8_Cell_embryo_1_Cell_3","8_Cell_embryo_3_Cell_8",4
"8_Cell_embryo_1_Cell_3","Morulae_2_Cell_1",5
"8_Cell_embryo_1_Cell_3","Late_blastoCyst_1_Cell_2",2
"8_Cell_embryo_1_Cell_3","Late_blastoCyst_1_Cell_4",4
"8_Cell_embryo_1_Cell_3","Late_blastoCyst_1_Cell_8",4
"8_Cell_embryo_1_Cell_3","Late_blastoCyst_1_Cell_9",2
"8_Cell_embryo_1_Cell_3","Late_blastoCyst_1_Cell_10",2
"8_Cell_embryo_1_Cell_3","Late_blastoCyst_1_Cell_11",3
"8_Cell_embryo_1_Cell_3","Late_blastoCyst_1_Cell_12",3
"8_Cell_embryo_1_Cell_3","Late_blastoCyst_2_Cell_1",3
"8_Cell_embryo_1_Cell_3","Late_blastoCyst_2_Cell_3",3
"8_Cell_embryo_1_Cell_3","Late_blastoCyst_2_Cell_4",2
"8_Cell_embryo_1_Cell_3","Late_blastoCyst_2_Cell_6",2
"8_Cell_embryo_1_Cell_3","Late_blastoCyst_2_Cell_7",1
"8_Cell_embryo_1_Cell_3","Late_blastoCyst_2_Cell_9",1
"8_Cell_embryo_1_Cell_3","Late_blastoCyst_2_Cell_10",1
"8_Cell_embryo_1_Cell_3","Late_blastoCyst_3_Cell_3",1
"8_Cell_embryo_1_Cell_3","Late_blastoCyst_3_Cell_4",1
"8_Cell_embryo_1_Cell_3","Late_blastoCyst_3_Cell_8",2
"8_Cell_embryo_1_Cell_3","8_Cell_embryo_2_Cell_1",15
"8_Cell_embryo_1_Cell_3","8_Cell_embryo_2_Cell_5",12
"8_Cell_embryo_1_Cell_3","8_Cell_embryo_2_Cell_6",8
"8_Cell_embryo_1_Cell_3","8_Cell_embryo_2_Cell_7",13
"8_Cell_embryo_1_Cell_3","8_Cell_embryo_2_Cell_8",15
"8_Cell_embryo_1_Cell_3","8_Cell_embryo_3_Cell_1",21
"8_Cell_embryo_1_Cell_3","8_Cell_embryo_3_Cell_5",17
"8_Cell_embryo_1_Cell_3","8_Cell_embryo_3_Cell_6",8
"8_Cell_embryo_1_Cell_3","Morulae_1_Cell_2",6
"8_Cell_embryo_1_Cell_3","Morulae_1_Cell_4",7
"8_Cell_embryo_1_Cell_3","Morulae_1_Cell_5",7
"8_Cell_embryo_1_Cell_3","Morulae_1_Cell_6",6
"8_Cell_embryo_1_Cell_3","Morulae_2_Cell_3",3
"8_Cell_embryo_1_Cell_3","Morulae_2_Cell_4",2
"8_Cell_embryo_1_Cell_3","Morulae_2_Cell_6",4
"8_Cell_embryo_1_Cell_3","Morulae_2_Cell_7",3
"8_Cell_embryo_1_Cell_3","Morulae_2_Cell_8",3
"8_Cell_embryo_1_Cell_3","Late_blastoCyst_2_Cell_2",4
"8_Cell_embryo_1_Cell_3","Late_blastoCyst_1_Cell_1",3
"8_Cell_embryo_1_Cell_3","Late_blastoCyst_1_Cell_5",3
"8_Cell_embryo_1_Cell_3","Late_blastoCyst_1_Cell_6",3
"8_Cell_embryo_1_Cell_3","Late_blastoCyst_1_Cell_7",3
"8_Cell_embryo_1_Cell_3","Late_blastoCyst_2_Cell_8",1
"8_Cell_embryo_1_Cell_3","Late_blastoCyst_3_Cell_5",1
"8_Cell_embryo_1_Cell_3","Morulae_1_Cell_1",5
"8_Cell_embryo_1_Cell_3","Morulae_2_Cell_2",4
"8_Cell_embryo_1_Cell_3","Morulae_2_Cell_5",2
"8_Cell_embryo_1_Cell_3","4_Cell_embryo_1_Cell_3",25
"8_Cell_embryo_1_Cell_3","8_Cell_embryo_2_Cell_4",13
"8_Cell_embryo_1_Cell_3","Morulae_1_Cell_7",6
"8_Cell_embryo_1_Cell_3","Morulae_1_Cell_8",3
"8_Cell_embryo_1_Cell_3","Morulae_1_Cell_3",5
"8_Cell_embryo_1_Cell_3","Late_blastoCyst_1_Cell_3",1
"8_Cell_embryo_2_Cell_2","8_Cell_embryo_2_Cell_3",28
"8_Cell_embryo_2_Cell_2","8_Cell_embryo_3_Cell_2",22
"8_Cell_embryo_2_Cell_2","8_Cell_embryo_3_Cell_3",15
"8_Cell_embryo_2_Cell_2","8_Cell_embryo_3_Cell_4",20
"8_Cell_embryo_2_Cell_2","8_Cell_embryo_3_Cell_7",17
"8_Cell_embryo_2_Cell_2","8_Cell_embryo_3_Cell_8",8
"8_Cell_embryo_2_Cell_2","Morulae_2_Cell_1",7
"8_Cell_embryo_2_Cell_2","Late_blastoCyst_1_Cell_2",1
"8_Cell_embryo_2_Cell_2","Late_blastoCyst_1_Cell_4",2
"8_Cell_embryo_2_Cell_2","Late_blastoCyst_1_Cell_8",2
"8_Cell_embryo_2_Cell_2","Late_blastoCyst_1_Cell_9",2
"8_Cell_embryo_2_Cell_2","Late_blastoCyst_1_Cell_10",2
"8_Cell_embryo_2_Cell_2","Late_blastoCyst_1_Cell_11",2
"8_Cell_embryo_2_Cell_2","Late_blastoCyst_1_Cell_12",2
"8_Cell_embryo_2_Cell_2","Late_blastoCyst_2_Cell_1",1
"8_Cell_embryo_2_Cell_2","Late_blastoCyst_2_Cell_3",2
"8_Cell_embryo_2_Cell_2","Late_blastoCyst_2_Cell_4",2
"8_Cell_embryo_2_Cell_2","Late_blastoCyst_2_Cell_5",2
"8_Cell_embryo_2_Cell_2","Late_blastoCyst_2_Cell_6",2
"8_Cell_embryo_2_Cell_2","Late_blastoCyst_2_Cell_7",2
"8_Cell_embryo_2_Cell_2","Late_blastoCyst_2_Cell_9",1
"8_Cell_embryo_2_Cell_2","Late_blastoCyst_2_Cell_10",1
"8_Cell_embryo_2_Cell_2","Late_blastoCyst_3_Cell_1",1
"8_Cell_embryo_2_Cell_2","Late_blastoCyst_3_Cell_2",1
"8_Cell_embryo_2_Cell_2","Late_blastoCyst_3_Cell_3",1
"8_Cell_embryo_2_Cell_2","Late_blastoCyst_3_Cell_4",1
"8_Cell_embryo_2_Cell_2","Late_blastoCyst_3_Cell_7",1
"8_Cell_embryo_2_Cell_2","Late_blastoCyst_3_Cell_8",1
"8_Cell_embryo_2_Cell_2","8_Cell_embryo_2_Cell_1",21
"8_Cell_embryo_2_Cell_2","8_Cell_embryo_2_Cell_5",15
"8_Cell_embryo_2_Cell_2","8_Cell_embryo_2_Cell_6",13
"8_Cell_embryo_2_Cell_2","8_Cell_embryo_2_Cell_7",18
"8_Cell_embryo_2_Cell_2","8_Cell_embryo_2_Cell_8",24
"8_Cell_embryo_2_Cell_2","8_Cell_embryo_3_Cell_1",23
"8_Cell_embryo_2_Cell_2","8_Cell_embryo_3_Cell_5",18
"8_Cell_embryo_2_Cell_2","8_Cell_embryo_3_Cell_6",12
"8_Cell_embryo_2_Cell_2","Morulae_1_Cell_2",9
"8_Cell_embryo_2_Cell_2","Morulae_1_Cell_4",8
"8_Cell_embryo_2_Cell_2","Morulae_1_Cell_5",8
"8_Cell_embryo_2_Cell_2","Morulae_1_Cell_6",7
"8_Cell_embryo_2_Cell_2","Morulae_2_Cell_3",5
"8_Cell_embryo_2_Cell_2","Morulae_2_Cell_4",5
"8_Cell_embryo_2_Cell_2","Morulae_2_Cell_6",5
"8_Cell_embryo_2_Cell_2","Morulae_2_Cell_7",5
"8_Cell_embryo_2_Cell_2","Morulae_2_Cell_8",5
"8_Cell_embryo_2_Cell_2","Late_blastoCyst_2_Cell_2",2
"8_Cell_embryo_2_Cell_2","Late_blastoCyst_1_Cell_1",2
"8_Cell_embryo_2_Cell_2","Late_blastoCyst_1_Cell_5",1
"8_Cell_embryo_2_Cell_2","Late_blastoCyst_1_Cell_7",1
"8_Cell_embryo_2_Cell_2","Morulae_1_Cell_1",8
"8_Cell_embryo_2_Cell_2","Morulae_2_Cell_2",5
"8_Cell_embryo_2_Cell_2","Morulae_2_Cell_5",5
"8_Cell_embryo_2_Cell_2","4_Cell_embryo_1_Cell_3",14
"8_Cell_embryo_2_Cell_2","8_Cell_embryo_2_Cell_4",17
"8_Cell_embryo_2_Cell_2","Morulae_1_Cell_7",7
"8_Cell_embryo_2_Cell_2","Morulae_1_Cell_8",2
"8_Cell_embryo_2_Cell_2","Morulae_1_Cell_3",3
"8_Cell_embryo_2_Cell_3","8_Cell_embryo_3_Cell_2",23
"8_Cell_embryo_2_Cell_3","8_Cell_embryo_3_Cell_3",18
"8_Cell_embryo_2_Cell_3","8_Cell_embryo_3_Cell_4",23
"8_Cell_embryo_2_Cell_3","8_Cell_embryo_3_Cell_7",17
"8_Cell_embryo_2_Cell_3","8_Cell_embryo_3_Cell_8",10
"8_Cell_embryo_2_Cell_3","Morulae_2_Cell_1",8
"8_Cell_embryo_2_Cell_3","Late_blastoCyst_1_Cell_2",1
"8_Cell_embryo_2_Cell_3","Late_blastoCyst_1_Cell_4",3
"8_Cell_embryo_2_Cell_3","Late_blastoCyst_1_Cell_8",3
"8_Cell_embryo_2_Cell_3","Late_blastoCyst_1_Cell_9",3
"8_Cell_embryo_2_Cell_3","Late_blastoCyst_1_Cell_10",3
"8_Cell_embryo_2_Cell_3","Late_blastoCyst_1_Cell_11",3
"8_Cell_embryo_2_Cell_3","Late_blastoCyst_1_Cell_12",3
"8_Cell_embryo_2_Cell_3","Late_blastoCyst_2_Cell_1",2
"8_Cell_embryo_2_Cell_3","Late_blastoCyst_2_Cell_3",3
"8_Cell_embryo_2_Cell_3","Late_blastoCyst_2_Cell_4",2
"8_Cell_embryo_2_Cell_3","Late_blastoCyst_2_Cell_5",2
"8_Cell_embryo_2_Cell_3","Late_blastoCyst_2_Cell_6",2
"8_Cell_embryo_2_Cell_3","Late_blastoCyst_2_Cell_7",2
"8_Cell_embryo_2_Cell_3","Late_blastoCyst_2_Cell_9",1
"8_Cell_embryo_2_Cell_3","Late_blastoCyst_2_Cell_10",1
"8_Cell_embryo_2_Cell_3","Late_blastoCyst_3_Cell_1",1
"8_Cell_embryo_2_Cell_3","Late_blastoCyst_3_Cell_2",1
"8_Cell_embryo_2_Cell_3","Late_blastoCyst_3_Cell_3",1
"8_Cell_embryo_2_Cell_3","Late_blastoCyst_3_Cell_4",1
"8_Cell_embryo_2_Cell_3","Late_blastoCyst_3_Cell_7",1
"8_Cell_embryo_2_Cell_3","Late_blastoCyst_3_Cell_8",1
"8_Cell_embryo_2_Cell_3","8_Cell_embryo_2_Cell_1",20
"8_Cell_embryo_2_Cell_3","8_Cell_embryo_2_Cell_5",16
"8_Cell_embryo_2_Cell_3","8_Cell_embryo_2_Cell_6",13
"8_Cell_embryo_2_Cell_3","8_Cell_embryo_2_Cell_7",20
"8_Cell_embryo_2_Cell_3","8_Cell_embryo_2_Cell_8",24
"8_Cell_embryo_2_Cell_3","8_Cell_embryo_3_Cell_1",27
"8_Cell_embryo_2_Cell_3","8_Cell_embryo_3_Cell_5",23
"8_Cell_embryo_2_Cell_3","8_Cell_embryo_3_Cell_6",15
"8_Cell_embryo_2_Cell_3","Morulae_1_Cell_2",11
"8_Cell_embryo_2_Cell_3","Morulae_1_Cell_4",10
"8_Cell_embryo_2_Cell_3","Morulae_1_Cell_5",10
"8_Cell_embryo_2_Cell_3","Morulae_1_Cell_6",9
"8_Cell_embryo_2_Cell_3","Morulae_2_Cell_3",6
"8_Cell_embryo_2_Cell_3","Morulae_2_Cell_4",5
"8_Cell_embryo_2_Cell_3","Morulae_2_Cell_6",5
"8_Cell_embryo_2_Cell_3","Morulae_2_Cell_7",6
"8_Cell_embryo_2_Cell_3","Morulae_2_Cell_8",6
"8_Cell_embryo_2_Cell_3","Late_blastoCyst_2_Cell_2",3
"8_Cell_embryo_2_Cell_3","Late_blastoCyst_1_Cell_1",3
"8_Cell_embryo_2_Cell_3","Late_blastoCyst_1_Cell_5",2
"8_Cell_embryo_2_Cell_3","Late_blastoCyst_1_Cell_6",1
"8_Cell_embryo_2_Cell_3","Late_blastoCyst_1_Cell_7",2
"8_Cell_embryo_2_Cell_3","Morulae_1_Cell_1",10
"8_Cell_embryo_2_Cell_3","Morulae_2_Cell_2",5
"8_Cell_embryo_2_Cell_3","Morulae_2_Cell_5",7
"8_Cell_embryo_2_Cell_3","4_Cell_embryo_1_Cell_3",14
"8_Cell_embryo_2_Cell_3","8_Cell_embryo_2_Cell_4",18
"8_Cell_embryo_2_Cell_3","Morulae_1_Cell_7",8
